Date,Close
2008-06-25 00:00:00-04:00,38.13713836669922
2008-06-26 00:00:00-04:00,36.90131378173828
2008-06-27 00:00:00-04:00,36.25087356567383
2008-06-30 00:00:00-04:00,36.315921783447266
2008-07-01 00:00:00-04:00,35.26800537109375
2008-07-02 00:00:00-04:00,34.3357048034668
2008-07-03 00:00:00-04:00,34.3357048034668
2008-07-07 00:00:00-04:00,34.632015228271484
2008-07-08 00:00:00-04:00,34.65370178222656
2008-07-09 00:00:00-04:00,34.4007568359375
2008-07-10 00:00:00-04:00,34.70429229736328
2008-07-11 00:00:00-04:00,34.87773895263672
2008-07-14 00:00:00-04:00,35.57875061035156
2008-07-15 00:00:00-04:00,34.96445083618164
2008-07-16 00:00:00-04:00,35.77389144897461
2008-07-17 00:00:00-04:00,35.84616470336914
2008-07-18 00:00:00-04:00,35.542625427246094
2008-07-21 00:00:00-04:00,36.22919464111328
2008-07-22 00:00:00-04:00,35.557071685791016
2008-07-23 00:00:00-04:00,35.52816390991211
2008-07-24 00:00:00-04:00,33.93821716308594
2008-07-25 00:00:00-04:00,34.3357048034668
2008-07-28 00:00:00-04:00,34.11888885498047
2008-07-29 00:00:00-04:00,34.92110061645508
2008-07-30 00:00:00-04:00,35.73051834106445
2008-07-31 00:00:00-04:00,35.369171142578125
2008-08-01 00:00:00-04:00,34.74041748046875
2008-08-04 00:00:00-04:00,34.039405822753906
2008-08-05 00:00:00-04:00,33.8731803894043
2008-08-06 00:00:00-04:00,34.24174880981445
2008-08-07 00:00:00-04:00,34.22730255126953
2008-08-08 00:00:00-04:00,33.63468933105469
2008-08-11 00:00:00-04:00,33.1287841796875
2008-08-12 00:00:00-04:00,33.331146240234375
2008-08-13 00:00:00-04:00,33.49736404418945
2008-08-14 00:00:00-04:00,33.41788101196289
2008-08-15 00:00:00-04:00,34.29957962036133
2008-08-18 00:00:00-04:00,33.85871887207031
2008-08-19 00:00:00-04:00,34.11166763305664
2008-08-20 00:00:00-04:00,35.02228546142578
2008-08-21 00:00:00-04:00,35.9184455871582
2008-08-22 00:00:00-04:00,36.272560119628906
2008-08-25 00:00:00-04:00,35.658260345458984
2008-08-26 00:00:00-04:00,35.369171142578125
2008-08-27 00:00:00-04:00,36.12800979614258
2008-08-28 00:00:00-04:00,36.48213577270508
2008-08-29 00:00:00-04:00,36.23641586303711
2008-09-02 00:00:00-04:00,34.70429229736328
2008-09-03 00:00:00-04:00,33.51183319091797
2008-09-04 00:00:00-04:00,32.1748161315918
2008-09-05 00:00:00-04:00,31.90018653869629
2008-09-08 00:00:00-04:00,31.55329132080078
2008-09-09 00:00:00-04:00,28.662479400634766
2008-09-10 00:00:00-04:00,28.85037612915039
2008-09-11 00:00:00-04:00,28.532379150390625
2008-09-12 00:00:00-04:00,29.876615524291992
2008-09-15 00:00:00-04:00,28.337257385253906
2008-09-16 00:00:00-04:00,27.82413673400879
2008-09-17 00:00:00-04:00,27.82413673400879
2008-09-18 00:00:00-04:00,28.409530639648438
2008-09-19 00:00:00-04:00,31.14858627319336
2008-09-22 00:00:00-04:00,30.266876220703125
2008-09-23 00:00:00-04:00,29.291227340698242
2008-09-24 00:00:00-04:00,30.02838706970215
2008-09-25 00:00:00-04:00,30.592098236083984
2008-09-26 00:00:00-04:00,29.19005012512207
2008-09-29 00:00:00-04:00,25.475345611572266
2008-09-30 00:00:00-04:00,26.36427879333496
2008-10-01 00:00:00-04:00,26.848485946655273
2008-10-02 00:00:00-04:00,24.506925582885742
2008-10-03 00:00:00-04:00,24.14556884765625
2008-10-06 00:00:00-04:00,21.5438289642334
2008-10-07 00:00:00-04:00,19.245630264282227
2008-10-08 00:00:00-04:00,18.761417388916016
2008-10-09 00:00:00-04:00,17.561729431152344
2008-10-10 00:00:00-04:00,17.40996551513672
2008-10-13 00:00:00-04:00,20.430864334106445
2008-10-14 00:00:00-04:00,20.640453338623047
2008-10-15 00:00:00-04:00,17.684585571289062
2008-10-16 00:00:00-04:00,18.269977569580078
2008-10-17 00:00:00-04:00,18.67469024658203
2008-10-20 00:00:00-04:00,19.48412322998047
2008-10-21 00:00:00-04:00,18.725278854370117
2008-10-22 00:00:00-04:00,16.369260787963867
2008-10-23 00:00:00-04:00,14.91662883758545
2008-10-24 00:00:00-04:00,14.121655464172363
2008-10-27 00:00:00-04:00,12.871373176574707
2008-10-28 00:00:00-04:00,13.38449478149414
2008-10-29 00:00:00-04:00,14.266189575195312
2008-10-30 00:00:00-04:00,15.740510940551758
2008-10-31 00:00:00-04:00,15.892279624938965
2008-11-03 00:00:00-05:00,17.706268310546875
2008-11-04 00:00:00-05:00,20.02614974975586
2008-11-05 00:00:00-05:00,17.45332145690918
2008-11-06 00:00:00-05:00,15.545382499694824
2008-11-07 00:00:00-05:00,16.35481071472168
2008-11-10 00:00:00-05:00,16.094635009765625
2008-11-11 00:00:00-05:00,15.017807960510254
2008-11-12 00:00:00-05:00,12.70515251159668
2008-11-13 00:00:00-05:00,14.396280288696289
2008-11-14 00:00:00-05:00,13.745845794677734
2008-11-17 00:00:00-05:00,13.442313194274902
2008-11-18 00:00:00-05:00,12.856917381286621
2008-11-19 00:00:00-05:00,11.47655200958252
2008-11-20 00:00:00-05:00,9.770970344543457
